episode,timestep,episode_reward,episode_steps,avg_reward_100,alpha,q1_loss,q2_loss,actor_loss,alpha_loss,log_probs_mean,log_probs_min,log_probs_max,mu_mean,mu_min,mu_max,log_std_mean,log_std_min,log_std_max
94,94000,8.350053787938181,1000,6.400623891959817,0.49917280673980713,11.947544165855462,15.671880761747401,-226.76232426871013,0.0025935576403057032,-10.492127402670064,-22.235929159058852,-1.55301765712722,0.04390293839164091,-11.54331918294618,10.422240781482783,0.23091028620378193,-0.6319016373626869,1.563259069587343
95,95000,3.6077316775527337,1000,6.371225026545004,0.503730833530426,15.724701734456495,12.156634847593883,-229.34756131416677,0.014903420373462914,-10.459241323199045,-22.142825034973246,-1.620882631348095,-0.003650253480220506,-12.012110165147085,10.503065216156095,0.2354205438857897,-0.5600145188431368,1.639168806069834
96,96000,16.00190503908231,1000,6.471544610008935,0.5096408128738403,12.621260547494016,11.636391569645262,-232.12110363999835,0.000872934822033595,-10.493895001865901,-22.430421225883677,-1.920492829528972,0.06361380163664952,-11.90135182931004,10.519512672146497,0.24009296605809083,-0.6281953710503912,1.7070681113081378
97,97000,6.188163613791918,1000,6.468623156439688,0.5140067934989929,14.26089079488171,13.345138888880548,-234.78976036741466,-0.010367584855755573,-10.52749928961421,-22.345517700447026,-1.5267025857424914,-0.01946021359738515,-11.267716014345979,9.651513879530917,0.23137904843499923,-0.627639415736008,1.7069579135983945
98,98000,4.471309655142357,1000,6.44824240642645,0.5165592432022095,15.848998152652683,14.139900527774524,-237.47891470658274,0.01619854430734255,-10.450527542558367,-21.66321802877822,-1.4170628850022633,-0.05345451288382451,-11.755454610726277,9.988008699012056,0.22198790073141286,-0.6682073596633772,1.6724056704451429
99,99000,8.423438584934779,1000,6.4681938829770385,0.5205435156822205,14.835227911156611,14.774616934752336,-240.2482723803658,0.006998873439349158,-10.482446411895744,-21.91224423956711,-1.766121732858975,-0.00552028067316615,-11.303615616183059,10.047361860456009,0.23324833218175442,-0.5953335624708113,1.6017293135759705
100,100000,10.735146641508955,1000,6.510863410562358,0.5199708342552185,13.831223260759126,11.97785758916943,-242.92833068864445,0.00876231238274107,-10.46893676449385,-22.535880239340106,-1.3860706799833555,-0.012210863628632275,-11.867732598514413,9.861423512820737,0.2247622116960249,-0.6429127666160935,1.6503868434475495
101,101000,9.906456051059903,1000,6.512423273025186,0.5239688158035278,18.841095689222836,16.17471423683954,-245.34988777803096,0.0007462572586740861,-10.49828113045212,-22.533175173800785,-1.7252945781830058,-0.018615195982130992,-11.571127656765215,10.119378559868228,0.22229532742367294,-0.6312126352797052,1.5918391962581528
102,102000,12.039494629411342,1000,6.6233564072597115,0.5284143686294556,13.998957624781667,15.149481483011826,-248.08666277597166,0.00442348613911284,-10.488977608500251,-22.05803433017242,-1.6769391406998513,-0.021131018094390497,-11.770285848801155,9.815010717319625,0.22654691896702833,-0.6129692330388793,1.5453513784527309
103,103000,0.3629734086310997,1000,6.552898673098849,0.5329001545906067,19.90730405998988,16.504807113522556,-250.56610110848248,0.007003821624850345,-10.473909730857086,-21.85135582450514,-1.3329364380350235,0.06774373221940137,-12.070889539520266,10.097593026557114,0.23382480574262204,-0.6544976784400187,1.5672850792862474
104,104000,1.4815948863302046,1000,6.466496277242917,0.5399071574211121,14.454484720862983,15.999769357989033,-253.33733170357687,-0.0026818727265276385,-10.52152109387071,-22.148216785326852,-1.3948213596435661,0.03310589135178265,-11.797501416735503,9.966205422265352,0.23509790219917953,-0.6771630402331271,1.6271337623168878
105,105000,5.288836966170409,1000,6.426905861122109,0.5407041311264038,12.932499600350802,28.91218263367068,-255.84215836380096,-0.018208232591898927,-10.562864893731119,-22.210406029244794,-1.7584053285538865,-0.0039148382742482685,-12.111401221124227,9.69076176380835,0.23263614172788877,-0.639446662122476,1.62525106617709
106,106000,8.033240151793796,1000,6.4462216470082865,0.5476630926132202,16.721035202332942,16.99873373722122,-258.51108217266784,0.005436400523375415,-10.484771555823196,-22.02502161354183,-1.6078673008586526,-0.02544250390642163,-12.019076426777922,9.786807989935424,0.22861543073540513,-0.6811546019300789,1.6023901882517175
107,107000,29.370035481036204,1000,6.7359629210817475,0.542736828327179,13.05774610753089,29.81531755921562,-260.70558728452477,-0.009352135727178216,-10.529933995872037,-22.48194575533129,-1.475549978146501,0.009896293536153478,-11.87611654339448,10.046401998487326,0.22722889521335266,-0.6597137887919616,1.5866231978654222
108,108000,12.101614160107875,1000,6.812768439397157,0.5500417351722717,18.301869515978705,20.30569983271388,-263.3277304533301,0.00026758418822338693,-10.503957058448842,-22.040862086384323,-1.7317734273956755,0.04303454007986487,-12.560463589471068,10.282445097271697,0.23231905012725934,-0.6588939465215636,1.7998031968428256
109,109000,4.662716223685935,1000,6.8349770878346945,0.5543857216835022,16.838374356387902,20.22378416776193,-266.1106705023045,0.02463159288389876,-10.423706902844422,-22.125092810674133,-1.5317719017499005,0.015101995060799496,-12.525553853490255,10.078425900905794,0.22292364818329308,-0.622703913928607,1.6647641180822035
110,110000,1.384527246127718,1000,6.734486805736603,0.5602286458015442,19.98860295065587,24.375267294982304,-268.6546049729117,-0.002161191306084321,-10.512066372840954,-22.385605474502043,-1.8348929978746316,0.009818357939778385,-12.375858972703261,10.171717327115072,0.23899209023541979,-0.646113058507294,1.706296548038763
111,111000,7.483571387684338,1000,6.743931469185368,0.56219881772995,25.035430540445073,17.721545891004368,-270.8700590176324,0.014182140134879343,-10.45966588693873,-22.126866700969842,-1.3920253275382795,-0.014346257466342813,-12.162279553661952,9.882989024486472,0.24190823511648085,-0.6345287039404439,1.6432533732781012
112,112000,1.106140937544204,1000,6.69906670074221,0.5618218779563904,17.810608828518962,19.686156444569487,-273.5578921349057,-0.0019464383429876361,-10.501937650389042,-21.876527221345228,-1.3687868723809176,0.09685447529074365,-12.145743160851369,10.528380252546201,0.22413819930905798,-0.6602270736047344,1.5580794442926318
113,113000,4.9723094825128795,1000,6.674192009842766,0.5731216669082642,20.25581128002304,17.557759848713726,-276.06857051033796,0.02681892194161266,-10.397169778400405,-21.880029777516622,-1.689200137250039,0.007571425394814318,-11.66336263463378,9.971935866159182,0.21968395029975346,-0.7373852032748737,1.4694895524224645
114,114000,2.2785885587330013,1000,6.64824358863761,0.5710052251815796,32.550990109175174,18.92330635255786,-278.44717735961746,0.008672195938140522,-10.4748622990281,-22.470553824975212,-1.8521916136864751,0.09891978985010787,-11.870220405080302,10.082563893224581,0.2379883290626255,-0.7174069010696421,1.5842379525347157
115,115000,9.771856784543711,1000,6.6775173769671365,0.5700975656509399,15.47157366774293,34.9924079234195,-280.50782336520217,-0.009999231700539755,-10.528092976848173,-22.253519509659256,-1.763979934961589,0.08282545527819687,-11.403834681508378,10.11717812185895,0.24085669494460168,-0.7126371774429852,1.5204828048517212
116,116000,7.218902913440707,1000,6.728578037764831,0.5739580988883972,19.620144863037154,17.136457658448926,-283.3463382440991,0.023232131194128897,-10.426216110144892,-22.179821415692466,-1.7170948548553684,0.059888732494159366,-11.587464566038507,10.243630724358535,0.22824273775510925,-0.7830123190506791,1.5354861923299128
117,117000,6.590838734041505,1000,6.766645583356227,0.5821641087532043,19.08607998213067,21.66482073174243,-285.52575221189164,-0.0028688771201756964,-10.510139016832804,-21.578408763598603,-1.7937230722312156,0.028542147936035454,-12.147459291369902,10.411662499612705,0.24056545346896785,-0.7905375794799848,1.5976362987281332
118,118000,10.917169513752478,1000,6.821300931690796,0.5799536108970642,18.416552996418353,26.420402102056453,-288.27385974368775,-0.0037360821849216613,-10.528888733601384,-22.24023511543396,-1.5481100139764834,0.0426446244660153,-12.036875216107818,9.98369470071542,0.2370666960726627,-0.7590766101776858,1.591580463069959
119,119000,11.259975284386588,1000,6.878650220008617,0.5858861804008484,19.84359612076444,21.24615785617522,-290.4030994802193,0.004544442000752836,-10.478732647907233,-22.00733074065058,-1.599965448635957,0.06251718131242,-12.612198694193127,10.05141723444714,0.23366277415332282,-0.7959535773923018,1.5513290803047501
120,120000,11.32293541656496,1000,6.941539400508738,0.5858514904975891,20.10424039772313,17.940658990471942,-292.8470896865888,0.001980090593363206,-10.485308202576451,-22.24213265826782,-1.7245309267300897,0.06756508000919632,-12.470509682223096,10.136443078169656,0.2397356445569376,-0.7848577622409447,1.6440467732473234
121,121000,3.9573760926631922,1000,6.974144044706679,0.5860128402709961,20.81341863102379,16.732069248893364,-295.22881123153354,-0.005868723608159442,-10.51868178681375,-21.770002550691313,-1.6516227753492012,0.03293178397664787,-12.699651817042694,9.642568633506517,0.23710643305672843,-0.7794337429199283,1.6075450018649342
122,122000,5.98773836860183,1000,6.9640527669363985,0.5951099991798401,23.013484108874923,24.244239129876675,-297.53678696022547,0.00010571415960864035,-10.50642688416119,-21.887330947895336,-1.722411991847237,0.059992207436965254,-13.266527984967592,9.52420403754801,0.2433634619778465,-0.7640732798739222,1.5518015750248753
123,123000,15.390342347019178,1000,7.066760626335472,0.5850091576576233,24.983050248164027,22.550921285832924,-299.29839032834553,-0.0010149262121179727,-10.501904234656916,-22.26106909994568,-1.6634570642649598,0.02940704072390489,-12.755096059878959,9.457794319101414,0.23633504916840653,-0.83338574691235,1.5837779508646608
124,124000,8.621173487950587,1000,7.061427580761839,0.5931890606880188,22.504833606632566,17.352524984259013,-301.9833449909122,0.00709316803673422,-10.480628316712016,-22.130748000304706,-1.5197073998673156,0.035833397284899926,-13.14258734729351,9.509089376421207,0.22989120890451545,-0.8713133580713278,1.6689309891802966
125,125000,1.0204310735532953,1000,6.979293223809815,0.5947589874267578,18.08973077041561,39.051395428521865,-303.84584621248047,-0.0024853126593415487,-10.517504489381425,-22.33731022360507,-1.5337925752793573,0.031025946556501247,-12.923829429732374,9.723886202716963,0.2416434615262502,-0.8847028510629008,1.631098775482741
126,126000,10.439994916895643,1000,6.974061578188984,0.6015084385871887,25.030058969509273,25.51007813085752,-306.2423069978826,0.0078041584049562416,-10.470024097294017,-21.71852173954042,-1.630109501620683,0.04293345260377369,-12.533195726347987,9.724907245895608,0.24069136577667039,-0.9156020051085186,1.6307099715982123
127,127000,2.8113823502722703,1000,6.953292864787171,0.6052330732345581,21.956312991193197,27.81776238161151,-308.3224352888152,0.0033963017155009246,-10.485086585068489,-22.5246721116708,-1.5794177640529226,-0.012047603325698653,-13.557982079731378,9.341256682675057,0.24401228925897472,-0.9752059407733207,1.7518297800920029
128,128000,7.6805275610909565,1000,6.975689998906166,0.6072921752929688,23.654910198923105,19.439580661729714,-310.6926984679716,0.004217984086710631,-10.49051303968132,-21.897418436560255,-1.4290688647544953,0.03188177918327791,-12.653903887733833,9.209606961224999,0.22853111484959648,-1.0694904191814514,1.5797068338923719
129,129000,5.070628431321985,1000,6.952411724141609,0.6127021908760071,31.767911585091074,24.93815674916039,-312.62628705061724,-0.012675510326937908,-10.54437546869645,-22.351965163197402,-1.809770535208536,0.01998844314908341,-13.361447889082267,9.886718348185992,0.23673432914090453,-1.1062677877563232,1.6763097648007317
130,130000,4.67354634015886,1000,6.996401421040706,0.6184430122375488,28.570387021006937,26.599874062057243,-315.3562479564013,0.008746916029768563,-10.471699867228141,-22.57853283569875,-1.3799904407160486,0.053077782897381506,-12.7505883071583,9.586484935052269,0.22796543329237898,-1.081707288716098,1.627647402219613
131,131000,10.758637796455155,1000,7.092919820002306,0.6398535966873169,25.349689962285968,24.401736546516847,-318.53642401213295,0.021632639699533208,-10.40352167212091,-21.812520349465352,-1.089938479445777,0.026162524887782423,-12.603652006291648,9.819785286881457,0.21823200169539075,-1.203274168941297,1.6149232320853069
132,132000,3.7095963942846457,1000,7.031727015990865,0.6530328989028931,28.962880486559538,24.63832575713397,-321.35607062190104,0.00023354724380456895,-10.496450529832579,-21.827182495050003,-1.4815869560382822,0.05752082129353144,-12.849454560699822,9.650346333846217,0.2295179812780012,-1.2048943352177914,1.6254654013393413
133,133000,2.7528191011609926,1000,7.0418521066267115,0.670809268951416,24.54932859329849,31.481828797409342,-324.781729241836,0.0026882949721932945,-10.484689330709552,-22.527394554353346,-1.5977157681188807,0.0754700037209121,-12.45845176783894,9.593463924227324,0.2318937477441467,-1.162785081329036,1.6074514655873968
134,134000,6.696834199634281,1000,7.028366553570358,0.6890862584114075,31.41034251283355,30.14819650421732,-328.2870854596675,0.01185507891363378,-10.449605397590066,-21.764712725195935,-1.2254008749393355,0.08251056939359477,-12.273137628487127,10.207448292718198,0.2521957105640858,-1.2409166857192941,1.622899508590659
135,135000,6.672644762404524,1000,7.088397949959125,0.7249609231948853,37.343209004431884,33.161647373886105,-332.4732130063265,0.01042823389438543,-10.432661778719973,-22.88712571006743,-1.4604831998209804,0.16319575858982452,-11.372359668798408,10.33867934244967,0.2681725099113612,-1.2748397575001946,1.5724904204879904
136,136000,3.696086142246413,1000,7.020158980136874,0.7713619470596313,36.795614671229984,32.785419951532646,-338.56957052046533,0.016139553989729064,-10.382285197738556,-22.446942956753162,-0.8684468647504304,0.21149179154155964,-10.874851183539345,10.677427354805436,0.2728912662989631,-1.4090044856641226,1.6117531819811917
137,137000,2.727645715876572,1000,6.986353300680056,0.8586717844009399,41.124201566586734,42.686594806712435,-346.05415184780475,0.004206208863338121,-10.441349664235666,-23.276590689875476,-1.193210642499047,0.29628465127802067,-10.754221672764768,10.715668926241564,0.3079041108788166,-1.4693315748614724,1.675383136265545
138,138000,11.89167525407012,1000,7.062513824813201,0.9548699259757996,61.30509303481402,53.39001388426365,-356.7021837827783,0.0038241213101164974,-10.355044400902498,-23.207613119405735,-0.8960869574750981,0.2654365352133679,-10.430873043434646,10.906158901299197,0.30752270735460874,-1.6835062452766973,1.6948304316913874
139,139000,5.423786744547955,1000,6.972970578330107,1.0642448663711548,68.77760837163135,67.95960420834531,-369.79498602271974,-0.0020768381352821233,-10.434618611492473,-22.91690905011553,-0.7792195348962692,0.34882221210048847,-10.669195016640947,10.720877981350018,0.297174886161629,-1.929591050349319,1.6369362930212594
140,140000,3.4100666884354793,1000,6.906468178630408,1.2010958194732666,88.19569249406193,83.06305429355903,-387.28870291762365,-0.004561828667994759,-10.455516789535755,-22.46199428515074,-0.894411491105372,0.3226646353077369,-10.310882118603615,10.232444400448264,0.2931121092298805,-2.014464247894065,1.6346136800373217
141,141000,14.059535108936215,1000,6.9894629971474505,1.3486813306808472,116.57876034256815,108.774716216017,-407.21838848854816,-0.01735913148935521,-10.381036667377222,-22.445210460088873,-0.7344834424512933,0.2208227945488034,-10.577529972510339,10.21455235318804,0.3056951009597941,-2.3616425566753643,1.6246182236013589
142,142000,3.2106561004855907,1000,6.994453518997307,1.4714422225952148,133.741710031769,127.34555196363846,-430.7167831820849,-0.013514557490023655,-10.437456276132234,-22.259227870179043,-0.4702936307161235,0.1438095621980725,-10.371326676289254,9.88830433560581,0.31186950290479404,-2.7228309687892422,1.7945395309305232
143,143000,1.9189466596899565,1000,6.922056804146182,1.6459404230117798,155.291199622904,165.01204246333174,-454.95307566261516,-0.034233255564034885,-10.36166741136703,-22.59857903961263,-0.49655790594936217,0.05995901846360665,-10.032368556902153,9.670665527436991,0.32596578850970553,-2.6506861397381547,1.7557362196999977
144,144000,5.793303518559497,1000,6.878076111947945,1.8184736967086792,180.23202480399033,181.35760738729945,-483.60490742645095,-0.07114413816571424,-10.269332460951823,-22.516396703525626,-0.3691212370548038,-0.06316504618120772,-10.812748724648147,9.526767254908368,0.3213543977136637,-3.3346684107030913,1.7764247204696118
145,145000,9.3829718292383,1000,6.8370901845154,1.9610496759414673,215.97568406053844,220.4644275984631,-514.2559772791179,-0.03450483427381341,-10.406746027360223,-22.868916315842775,-0.28545348912991425,-0.035014620735596184,-10.28281529702032,9.169575564748877,0.3079868108174232,-3.228488460285322,1.708832204466092
146,146000,3.5318468962687053,1000,6.8587388685139095,2.1043686866760254,254.46268818799334,258.6463950337974,-547.2290571098066,-0.003575759029973511,-10.498603992071756,-22.68126536850162,-0.46750649102499037,-0.04313451636582935,-9.846126086666034,9.05596893582736,0.3141965706249363,-2.997502817483991,1.6335344165024959
147,147000,8.689131572028566,1000,6.860135714394832,2.2822790145874023,304.9091108202117,285.14276596872986,-584.1661093184939,-0.042189068045424376,-10.383944923702147,-22.07972603408045,-0.5923458721885312,-0.007743217989511889,-9.17904059288617,9.525882101761185,0.3196785335067515,-3.0839516109146317,1.6206538111901885
148,148000,2.853528498168404,1000,6.722670304487826,2.4367668628692627,341.2120888327987,327.76713196848556,-622.4534456389976,-0.013447588341750543,-10.477856833908403,-23.37247948571352,-0.527952222969198,0.006960820253777206,-9.466000395432268,9.518495464884449,0.31102479549390155,-2.9722194757497955,1.6245227892555638
149,149000,5.265398873181631,1000,6.694143353295026,2.5783894062042236,379.7597249675771,364.57309445628664,-661.7645546693825,-0.013810577731035306,-10.469593687086471,-22.023929609780843,-0.46241473596244054,0.02842193174510075,-8.940581691626042,9.351991902827333,0.305771779394307,-3.1096711775823005,1.5650799063612832
150,150000,7.697521467274769,1000,6.76089453640757,2.652491807937622,433.3046677229583,419.7422420884014,-701.30998795311,-0.011314758859622447,-10.481575108500888,-22.600385522926523,-0.3522636332895581,0.030836254556861054,-9.551595606615827,9.791906427510014,0.31647252001781523,-3.374231450474327,1.6539500228077428
