timestep,log_probs_mean,log_probs_min,log_probs_max,target_entropy,log_alpha,alpha,entropy_diff,alpha_loss,mu_mean,mu_min,mu_max,log_std_mean,log_std_min,log_std_max
23500,-11.414525032043457,-24.518680572509766,-1.9348111152648926,-10.5,-1.0480263233184814,0.3506290912628174,-0.914525032043457,-0.9583538770675659,0.13647381961345673,-6.97260046005249,6.736417770385742,0.813680112361908,0.19172000885009766,2.0
23600,-11.023412704467773,-23.28181266784668,-1.8407976627349854,-10.5,-1.0528322458267212,0.34894803166389465,-0.5234127044677734,-0.5510172247886658,0.05982072651386261,-8.35953140258789,6.491034507751465,0.7668978571891785,0.15198838710784912,1.66485595703125
23700,-11.11733341217041,-23.887413024902344,-1.682291865348816,-10.5,-1.0575432777404785,0.3473079800605774,-0.6173334121704102,-0.6527948975563049,0.08897180110216141,-7.481544494628906,7.38606595993042,0.8045294880867004,0.07319998741149902,1.9256013631820679
23800,-11.234378814697266,-23.138261795043945,-2.629124164581299,-10.5,-1.0627470016479492,0.34550538659095764,-0.7343788146972656,-0.7803760766983032,0.05681798234581947,-9.11401081085205,7.31494665145874,0.801961362361908,0.17479956150054932,1.9807515144348145
23900,-11.26891803741455,-23.157859802246094,-1.9412184953689575,-10.5,-1.0682170391082764,0.343620628118515,-0.7689180374145508,-0.8212824463844299,0.23622533679008484,-7.385765075683594,6.271891117095947,0.8139199614524841,0.1519390344619751,1.965483546257019
24000,-11.263696670532227,-24.231658935546875,-1.2413249015808105,-10.5,-1.0739675760269165,0.3416503071784973,-0.7636966705322266,-0.8200886845588684,0.12946632504463196,-7.794600009918213,6.495319843292236,0.825377881526947,0.11625444889068604,1.8728426694869995
24100,-11.258097648620605,-23.77431869506836,-0.678789496421814,-10.5,-1.0791314840316772,0.33989059925079346,-0.7580976486206055,-0.8179956674575806,0.12975245714187622,-6.706461429595947,6.721442699432373,0.9002711176872253,0.16793346405029297,1.7443598508834839
24200,-11.155010223388672,-24.23448944091797,-2.3656163215637207,-10.5,-1.084848165512085,0.337953120470047,-0.6550102233886719,-0.7105003595352173,0.22963710129261017,-7.314016819000244,6.761497497558594,0.7495145201683044,0.13594233989715576,1.7527657747268677
24300,-11.276190757751465,-24.443878173828125,-1.4082623720169067,-10.5,-1.0909548997879028,0.3358955979347229,-0.7761907577514648,-0.8466983437538147,0.47933340072631836,-7.3817315101623535,8.16096019744873,0.8133746981620789,0.1570802927017212,2.0
24400,-11.319209098815918,-22.402557373046875,-1.9256590604782104,-10.5,-1.096612811088562,0.33400049805641174,-0.819209098815918,-0.8982489705085754,0.27331820130348206,-6.884857177734375,7.261615753173828,0.7780936360359192,0.21178674697875977,1.9468058347702026
24500,-11.286035537719727,-27.05814552307129,-2.979156017303467,-10.5,-1.1025416851043701,0.33202609419822693,-0.7860355377197266,-0.866546630859375,0.15809543430805206,-9.69997501373291,7.460284233093262,0.8333451747894287,-0.6447746753692627,1.9779059886932373
24600,-11.186677932739258,-24.77582550048828,-2.0030517578125,-10.5,-1.1090763807296753,0.3298634886741638,-0.6866779327392578,-0.761482834815979,0.07005330175161362,-8.303945541381836,8.166675567626953,0.7800018787384033,0.15691125392913818,1.6884645223617554
24700,-10.924527168273926,-22.576332092285156,-1.1470301151275635,-10.5,-1.1147680282592773,0.3279913365840912,-0.4245271682739258,-0.4732016324996948,0.12914413213729858,-7.374013900756836,7.692943572998047,0.7835657000541687,0.14240097999572754,1.5493590831756592
24800,-11.170894622802734,-23.758426666259766,-1.3088488578796387,-10.5,-1.1209497451782227,0.3259700536727905,-0.6708946228027344,-0.7519633173942566,0.3783070147037506,-7.716104030609131,7.892391681671143,0.7818980813026428,0.10911428928375244,1.6346110105514526
24900,-11.190110206604004,-21.715194702148438,-0.5247145891189575,-10.5,-1.1262303590774536,0.32425326108932495,-0.6901102066040039,-0.7771488428115845,0.03179777413606644,-8.503314971923828,7.679644584655762,0.8170075416564941,-0.6256406307220459,1.8942428827285767
25000,-10.941835403442383,-22.761428833007812,-2.0809195041656494,-10.5,-1.1314270496368408,0.32257261872291565,-0.4418354034423828,-0.49986058473587036,0.13278089463710785,-9.548628807067871,9.554377555847168,0.7744689583778381,0.17187714576721191,2.0
25100,-10.937226295471191,-22.23177719116211,-0.987352728843689,-10.5,-1.1369150876998901,0.32080715894699097,-0.4372262954711914,-0.49704065918922424,0.18743331730365753,-7.654651641845703,9.519062995910645,0.7317776679992676,0.09038043022155762,1.5476804971694946
25200,-11.21725082397461,-24.43470001220703,-1.34574294090271,-10.5,-1.14288330078125,0.3188982307910919,-0.7172508239746094,-0.819634735584259,0.04320572689175606,-7.728450775146484,6.818315029144287,0.7759192585945129,0.12410259246826172,1.6419492959976196
25300,-11.150012969970703,-22.868942260742188,-1.2448737621307373,-10.5,-1.149261236190796,0.316870778799057,-0.6500129699707031,-0.7469539642333984,-0.036176811903715134,-8.032780647277832,7.555322170257568,0.7961491942405701,0.21336781978607178,1.70329749584198
25400,-11.013727188110352,-22.48838996887207,-0.7531775236129761,-10.5,-1.155742883682251,0.31482356786727905,-0.5137271881103516,-0.5936650633811951,0.2766546905040741,-9.794805526733398,8.633685111999512,0.760457456111908,-0.6292339563369751,1.9036189317703247
25500,-11.156417846679688,-25.048233032226562,-1.7182300090789795,-10.5,-1.1617274284362793,0.3129451274871826,-0.6564178466796875,-0.7624997496604919,0.0998324453830719,-8.142572402954102,7.866299629211426,0.7617366313934326,0.1658017635345459,1.578726053237915
25600,-11.286396980285645,-24.791820526123047,-0.6080310344696045,-10.5,-1.1671223640441895,0.3112613558769226,-0.7863969802856445,-0.9177200794219971,0.10745269060134888,-7.513387680053711,7.640148639678955,0.8490092158317566,0.15947175025939941,1.739026427268982
25700,-11.235610961914062,-22.81664276123047,-2.0571513175964355,-10.5,-1.1741819381713867,0.30907171964645386,-0.7356109619140625,-0.8636309504508972,0.242838516831398,-8.780529022216797,7.245147705078125,0.7648805975914001,0.1536407470703125,1.8306052684783936
25800,-10.996313095092773,-24.296405792236328,-1.0479111671447754,-10.5,-1.1814676523208618,0.3068280816078186,-0.49631309509277344,-0.5863088369369507,0.0779147669672966,-8.269926071166992,10.700662612915039,0.785576581954956,0.12082338333129883,2.0
25900,-10.852977752685547,-22.782001495361328,-0.1408001184463501,-10.5,-1.1880183219909668,0.30482470989227295,-0.3529777526855469,-0.4193139374256134,0.18801827728748322,-10.307790756225586,13.4858980178833,0.8068973422050476,-0.022341132164001465,2.0
26000,-11.051248550415039,-21.496055603027344,-1.148577094078064,-10.5,-1.193310260772705,0.3032158613204956,-0.5512485504150391,-0.6577304005622864,0.18906792998313904,-9.781288146972656,9.074676513671875,0.8007923364639282,0.1775118112564087,1.7618207931518555
26100,-11.083969116210938,-21.99526596069336,-0.7347912788391113,-10.5,-1.1995999813079834,0.30131471157073975,-0.5839691162109375,-0.700467050075531,0.2834967374801636,-9.975530624389648,7.953113079071045,0.7609981298446655,0.1836700439453125,1.8797168731689453
26200,-11.278276443481445,-24.409164428710938,-1.63267982006073,-10.5,-1.2075706720352173,0.2989225685596466,-0.7782764434814453,-0.9396867752075195,0.04814347252249718,-7.200794696807861,8.214823722839355,0.7613946795463562,0.21312308311462402,1.7434930801391602
26300,-10.996835708618164,-22.73708724975586,-1.883539080619812,-10.5,-1.2160567045211792,0.2963966429233551,-0.49683570861816406,-0.604107677936554,0.24804367125034332,-9.486321449279785,8.394675254821777,0.7253039479255676,0.06295549869537354,2.0
26400,-11.092597961425781,-22.12125015258789,-1.1050500869750977,-10.5,-1.2236496210098267,0.29415464401245117,-0.5925979614257812,-0.7250539064407349,0.34738367795944214,-12.283854484558105,10.2468843460083,0.7052070498466492,0.16780483722686768,2.0
26500,-10.513164520263672,-23.877120971679688,-1.5139018297195435,-10.5,-1.2295860052108765,0.292413592338562,-0.013164520263671875,-0.016185767948627472,0.29599615931510925,-9.886656761169434,9.502556800842285,0.7886282801628113,0.13931238651275635,2.0
26600,-11.113062858581543,-23.683597564697266,-1.5154998302459717,-10.5,-1.236527919769287,0.2903907299041748,-0.613062858581543,-0.757960319519043,0.20789387822151184,-9.042091369628906,8.14877700805664,0.7227758765220642,0.09656202793121338,1.631066083908081
26700,-11.006086349487305,-26.21111297607422,-2.4293856620788574,-10.5,-1.243459701538086,0.2883847653865814,-0.5060863494873047,-0.6292272806167603,0.05123194679617882,-7.415554523468018,9.89670467376709,0.7508971095085144,0.06595015525817871,1.9589669704437256
26800,-11.132719039916992,-22.403812408447266,-1.9118255376815796,-10.5,-1.250834584236145,0.2862657904624939,-0.6327190399169922,-0.7913219332695007,0.14637115597724915,-8.736602783203125,8.045032501220703,0.7311126589775085,0.16702616214752197,1.8702971935272217
26900,-11.027734756469727,-22.49188995361328,-1.0337051153182983,-10.5,-1.2583938837051392,0.2841099798679352,-0.5277347564697266,-0.6640132069587708,-0.027287932112812996,-8.707465171813965,7.8947014808654785,0.7390822768211365,0.14821314811706543,1.61836838722229
27000,-11.047994613647461,-22.674945831298828,-2.3245396614074707,-10.5,-1.265855312347412,0.2819979786872864,-0.5479946136474609,-0.6935982704162598,0.24278263747692108,-8.562241554260254,7.459409236907959,0.6947538256645203,0.07721006870269775,1.8511382341384888
27100,-10.91534423828125,-23.836395263671875,-1.0341744422912598,-10.5,-1.2732096910476685,0.2799316644668579,-0.41534423828125,-0.5287668704986572,0.33005645871162415,-8.717574119567871,8.57875919342041,0.7311545610427856,0.15468454360961914,1.756769061088562
27200,-11.040226936340332,-23.22981834411621,-0.8635812997817993,-10.5,-1.2807588577270508,0.2778263986110687,-0.540226936340332,-0.6918150782585144,0.07568168640136719,-8.587813377380371,8.378936767578125,0.7015057802200317,0.06278645992279053,1.7691909074783325
27300,-10.941080093383789,-24.889301300048828,-2.3470473289489746,-10.5,-1.2883579730987549,0.2757231593132019,-0.44108009338378906,-0.5682064294815063,-0.1084953173995018,-9.499213218688965,8.008882522583008,0.6545658111572266,0.08171558380126953,1.6192275285720825
27400,-11.031595230102539,-24.10153579711914,-2.288191318511963,-10.5,-1.2962100505828857,0.2735666334629059,-0.5315952301025391,-0.6889756917953491,0.0613739937543869,-8.569917678833008,7.651922702789307,0.7009955644607544,0.0872197151184082,1.7482471466064453
27500,-10.976232528686523,-24.27724838256836,-1.811427116394043,-10.5,-1.3046311140060425,0.27127259969711304,-0.47623252868652344,-0.6212208867073059,0.08459030836820602,-7.96233606338501,10.143982887268066,0.6579074263572693,0.015758514404296875,1.7067283391952515
27600,-11.267837524414062,-23.314319610595703,-1.7618399858474731,-10.5,-1.3134734630584717,0.26888447999954224,-0.7678375244140625,-1.008392095565796,0.16876566410064697,-8.610223770141602,7.320723533630371,0.6505306959152222,0.06991660594940186,2.0
27700,-11.168390274047852,-25.51681137084961,-1.426651120185852,-10.5,-1.3215439319610596,0.2667231857776642,-0.6683902740478516,-0.8831923007965088,0.20086602866649628,-7.617422103881836,8.030980110168457,0.6969756484031677,0.13278186321258545,1.5970895290374756
27800,-10.838582992553711,-23.46841812133789,-1.1756840944290161,-10.5,-1.3300621509552002,0.26446083188056946,-0.33858299255371094,-0.45028674602508545,0.2217482626438141,-8.452338218688965,9.12110710144043,0.6715670228004456,0.12774837017059326,1.758700966835022
27900,-10.82710075378418,-23.843992233276367,-0.7133833169937134,-10.5,-1.3386337757110596,0.2622036635875702,-0.3271007537841797,-0.43781641125679016,0.18375959992408752,-8.281726837158203,8.152618408203125,0.6697624921798706,0.07510602474212646,1.5276657342910767
28000,-10.620716094970703,-24.330238342285156,-1.9453587532043457,-10.5,-1.3469734191894531,0.26002606749534607,-0.12071609497070312,-0.16258451342582703,0.2930169701576233,-8.446185111999512,8.277730941772461,0.6770382523536682,0.05124199390411377,1.7153781652450562
28100,-11.057953834533691,-25.45458221435547,-2.2711567878723145,-10.5,-1.3545341491699219,0.2580674886703491,-0.5579538345336914,-0.7556740045547485,-0.02490929886698723,-8.664875030517578,7.9507904052734375,0.6382594108581543,0.0679023265838623,1.9103820323944092
28200,-10.780241012573242,-24.890287399291992,-0.3523240089416504,-10.5,-1.3627067804336548,0.25596699118614197,-0.2802410125732422,-0.3818511962890625,0.14224538207054138,-9.198034286499023,7.78086519241333,0.6655416488647461,0.09128379821777344,1.658738613128662
28300,-11.063175201416016,-22.492952346801758,-1.2170600891113281,-10.5,-1.3712658882141113,0.25378549098968506,-0.5631752014160156,-0.7721598148345947,0.01968490332365036,-7.913969039916992,8.323602676391602,0.6635999083518982,0.01824951171875,1.8321031332015991
28400,-10.846623420715332,-22.286659240722656,-1.173666000366211,-10.5,-1.3795101642608643,0.25170183181762695,-0.34662342071533203,-0.478107213973999,0.008005880750715733,-9.18270206451416,8.440775871276855,0.6112465858459473,-0.05407524108886719,1.450262188911438
28500,-10.776544570922852,-22.105140686035156,0.0,-10.5,-1.3871381282806396,0.24978916347026825,-0.27654457092285156,-0.3835640549659729,0.05356312915682793,-7.908780574798584,7.361682415008545,0.6054454445838928,0.023869752883911133,1.607905387878418
28600,-10.728799819946289,-25.05548858642578,-2.06186842918396,-10.5,-1.3947911262512207,0.24788479506969452,-0.22879981994628906,-0.319099098443985,0.0015700317453593016,-9.140022277832031,9.344870567321777,0.6513246893882751,0.0064203739166259766,1.634352684020996
28700,-10.72799015045166,-20.981449127197266,-1.8656913042068481,-10.5,-1.4016751050949097,0.24618422985076904,-0.22799015045166016,-0.31952738761901855,0.2098090797662735,-7.624936580657959,8.199036598205566,0.651154100894928,0.01267707347869873,1.5987707376480103
28800,-10.951375007629395,-21.578536987304688,-2.6433005332946777,-10.5,-1.4093741178512573,0.244296133518219,-0.45137500762939453,-0.6360840201377869,0.014195257797837257,-8.860247611999512,8.094934463500977,0.6423467397689819,-0.003007650375366211,1.567573070526123
28900,-11.21180534362793,-24.476634979248047,-2.668851375579834,-10.5,-1.4175238609313965,0.24231328070163727,-0.7118053436279297,-1.0088658332824707,0.1940753161907196,-8.293449401855469,8.117876052856445,0.6610910296440125,0.08446013927459717,1.7079544067382812
29000,-10.919050216674805,-21.887882232666016,-2.3220109939575195,-10.5,-1.4257677793502808,0.24032388627529144,-0.4190502166748047,-0.5973967909812927,0.1383083611726761,-9.327167510986328,7.619915008544922,0.6013355255126953,-0.026560306549072266,1.6114962100982666
29100,-10.892574310302734,-23.866230010986328,-2.378045082092285,-10.5,-1.4337985515594482,0.2384016364812851,-0.3925743103027344,-0.5628102421760559,0.0776251032948494,-8.605931282043457,8.39772891998291,0.6082301139831543,-0.05128777027130127,1.5838279724121094
29200,-10.882072448730469,-26.345245361328125,-1.2740283012390137,-10.5,-1.4412697553634644,0.23662711679935455,-0.38207244873046875,-0.5506216287612915,0.14993271231651306,-8.567122459411621,8.079086303710938,0.6649564504623413,-0.004221796989440918,1.86837899684906
29300,-10.725393295288086,-22.967058181762695,-1.3522684574127197,-10.5,-1.447632074356079,0.23512640595436096,-0.22539329528808594,-0.32626500725746155,-0.11457321792840958,-9.576560020446777,8.795036315917969,0.5839284658432007,-0.09614801406860352,1.574911117553711
29400,-10.612655639648438,-23.20968246459961,-0.10000479221343994,-10.5,-1.45356285572052,0.2337360382080078,-0.1126556396484375,-0.16373847424983978,-0.04412556067109108,-9.380093574523926,9.714330673217773,0.6112935543060303,0.009543538093566895,1.6070441007614136
29500,-10.615926742553711,-21.791481018066406,-0.6810463666915894,-10.5,-1.4588208198547363,0.2325102835893631,-0.11592674255371094,-0.16910015046596527,-0.18089181184768677,-8.781051635742188,10.695122718811035,0.6056457161903381,-0.12477278709411621,1.6766655445098877
29600,-10.79296875,-21.911354064941406,-0.20997285842895508,-10.5,-1.4636154174804688,0.23139816522598267,-0.29296875,-0.42876434326171875,-0.061850275844335556,-8.361775398254395,8.633516311645508,0.5865278840065002,-0.08748400211334229,1.6168864965438843
29700,-10.43514633178711,-23.464658737182617,-2.006265163421631,-10.5,-1.468801498413086,0.23020121455192566,0.06485366821289062,0.09525224566459656,-0.006561767775565386,-8.52908706665039,9.494933128356934,0.5626166462898254,-0.07170164585113525,1.6962661743164062
29800,-10.814690589904785,-25.435121536254883,-0.8234565258026123,-10.5,-1.472901701927185,0.22925928235054016,-0.31469058990478516,-0.46347975730895996,0.09429477900266647,-8.970172882080078,8.51407527923584,0.6099367141723633,0.09468400478363037,1.5637236833572388
29900,-10.716754913330078,-21.592527389526367,-1.1065162420272827,-10.5,-1.477074146270752,0.22830471396446228,-0.21675491333007812,-0.320148766040802,-0.11276515573263168,-9.31609058380127,10.157187461853027,0.5797486901283264,-0.07685041427612305,1.6948094367980957
30000,-10.741836547851562,-22.72472381591797,-1.3378674983978271,-10.5,-1.4807887077331543,0.22745822370052338,-0.2418365478515625,-0.35809290409088135,-0.022929785773158073,-11.135272026062012,9.214094161987305,0.6405624747276306,0.030302762985229492,1.760772705078125
30100,-10.229854583740234,-25.68444061279297,-1.378998041152954,-10.5,-1.4802204370498657,0.2275875359773636,0.2701454162597656,0.3998827636241913,0.2525743842124939,-13.54561710357666,11.822088241577148,0.549299418926239,-0.09755980968475342,1.6999369859695435
30200,-10.585552215576172,-23.02495002746582,-1.8161333799362183,-10.5,-1.4798980951309204,0.2276609092950821,-0.08555221557617188,-0.12660439312458038,-0.054184556007385254,-9.655596733093262,10.940557479858398,0.6049599051475525,-0.037850141525268555,1.5605708360671997
30300,-10.765233039855957,-22.908660888671875,-1.9667197465896606,-10.5,-1.4826637506484985,0.2270321249961853,-0.26523303985595703,-0.39323630928993225,-0.006376771721988916,-9.388693809509277,9.71989631652832,0.5804538130760193,-0.792984127998352,1.6049083471298218
30400,-10.929914474487305,-25.367645263671875,-2.456749439239502,-10.5,-1.4864587783813477,0.22617217898368835,-0.4299144744873047,-0.6390085816383362,0.03672719746828079,-9.744142532348633,8.883132934570312,0.5627210140228271,-0.011204004287719727,1.6117240190505981
30500,-10.644399642944336,-22.745454788208008,-0.9326509833335876,-10.5,-1.4888830184936523,0.22562453150749207,-0.14439964294433594,-0.21498994529247284,0.12752127647399902,-8.834077835083008,8.250274658203125,0.5788543820381165,-0.030679702758789062,1.4631410837173462
30600,-10.605206489562988,-22.91728973388672,-0.7237703800201416,-10.5,-1.4911166429519653,0.2251211255788803,-0.10520648956298828,-0.15687093138694763,0.056058481335639954,-9.333793640136719,9.693269729614258,0.5733262300491333,-0.0401843786239624,1.4163230657577515
